#! FIELDS     Id          Pos_0         Pos_1         Pos_2         Density          Error
               0     10.0758814     7.0952101     4.9233131   2.2776968e+03  3.7422210e+02
               1     10.0192287     6.9923397     4.9305676   2.0602705e+03  3.3792710e+02
               2      2.1365059     8.8425702    11.5933131   1.9703646e+03  2.9934281e+02
               3      2.0532095     8.8958364    11.6981517   1.9367770e+03  3.1519517e+02
               4     10.4067526     7.1835607     4.9432251   1.8188938e+03  4.0630707e+02
               5     10.4634053     7.2864311     4.9359706   1.7183750e+03  4.0086433e+02
               6      6.5112646     3.8441476    11.1380345   1.6869447e+03  1.9650087e+02
               7      2.1631496     8.6864336    11.4957289   1.6612386e+03  2.3289560e+02
               8      6.5509263     3.9506372    11.0494139   1.6029902e+03  1.7536144e+02
               9      2.0483832     8.9720951    11.7876268   1.5747985e+03  3.0094349e+02
              10      7.0330579     3.9712446    11.2899518   1.5586042e+03  2.2231351e+02
              11      7.4189231     4.1272957    10.7909401   1.5534186e+03  1.9133693e+02
              12      5.1204658     4.0212800     5.6512287   1.5085816e+03  1.7284699e+02
              13      5.1941095     4.1205312     5.7253404   1.4853079e+03  1.9999319e+02
              14      2.4736645     8.3632597    11.2463611   1.4614693e+03  2.2230059e+02
              15      6.0297830     4.3395980     5.8158036   1.4595534e+03  1.7751846e+02
              16      6.9221149     3.8088921    10.0297694   1.4492764e+03  1.7102788e+02
              17      5.0468221     3.9220289     5.5771171   1.4431835e+03  1.3070147e+02
              18      6.7650251     3.5811388     8.4360135   1.4324435e+03  1.3484216e+02
              19      4.6281218     5.1793832     4.8697274   1.4308589e+03  1.7328709e+02
              20      2.2464460     8.6331673    11.3908903   1.4215494e+03  1.9260696e+02
              21      8.5864115     6.1669510     4.9378310   1.4201933e+03  1.0131503e+02
              22      2.9138681     8.9235968    11.1793615   1.4081178e+03  2.2539289e+02
              23      5.9738876     3.7371068     7.3320298   1.4069468e+03  1.4451675e+02
              24      6.0855344     3.9076777     6.8058515   1.3846505e+03  1.1789887e+02
              25      1.4067516     8.3355422    12.0634492   1.3834345e+03  2.7299252e+02
              26      5.2768462     5.0934581     4.9005880   1.3781455e+03  1.4484246e+02
              27      4.1982119     6.3910496     6.2895264   1.3776971e+03  1.4906941e+02
              28      3.0829249     8.6974172    12.1549006   1.3768280e+03  1.8601353e+02
              29      4.6962835     5.6914784     5.9842500   1.3757576e+03  1.5668979e+02
              30      4.4387421     7.5999482     5.2721692   1.3708764e+03  1.1698574e+02
              31      3.0780985     8.7736759    12.2443757   1.3633314e+03  1.7658699e+02
              32      6.6400463     5.0455108     8.1869480   1.3632452e+03  1.0838112e+02
              33      6.6875580     3.9299016     9.9139821   1.3611417e+03  1.2535694e+02
              34      5.9496543     4.2814357     5.3194978   1.3607957e+03  1.4457166e+02
              35      6.7837024     7.0712426     6.5455524   1.3604766e+03  1.6075502e+02
              36      6.0402410     4.0322637     6.3104003   1.3568583e+03  1.6055822e+02
              37      6.4554652     3.9312640    10.9834112   1.3564534e+03  1.4997122e+02
              38      5.9228666     3.4031607     7.9233562   1.3540751e+03  1.2989938e+02
              39      2.2684610     9.0798617    12.1718394   1.3479320e+03  2.5272477e+02
              40      8.5249325     6.1403392     5.0345606   1.3476222e+03  9.1410093e+01
              41      6.0076516     6.3170452     5.0576323   1.3435351e+03  1.0846952e+02
              42      6.4684093     7.8154789     6.0489706   1.3415724e+03  1.4201790e+02
              43      2.9405118     8.7674601    11.0817774   1.3349378e+03  1.9299231e+02
              44      5.9501456     6.0241879     5.2267645   1.3346759e+03  1.2727617e+02
              45      5.1771665     4.4689543     4.8085494   1.3340180e+03  1.6227892e+02
              46      6.9461246     6.7043834     5.4744145   1.3325950e+03  1.1799257e+02
              47      5.1205138     4.3660839     4.8158039   1.3298717e+03  1.5936038e+02
              48      6.5777619     5.1737161     7.6101307   1.3289425e+03  1.1046559e+02
              49      7.0153575     4.8192886     8.8641891   1.3278795e+03  1.5028626e+02
              50      3.0141555     8.8667113    11.1558890   1.3277953e+03  2.0609203e+02
              51      6.5718903     3.6807724    11.2031826   1.3269114e+03  1.3925833e+02
              52      5.0136453     3.7744504     6.0879318   1.3247608e+03  1.5079309e+02
              53      5.0970914     3.9029526     7.6075761   1.3232595e+03  1.3916764e+02
              54      5.9636329     3.7183702    11.7572484   1.3227148e+03  1.6067250e+02
              55      5.7096635     5.1600931     5.4086968   1.3215237e+03  1.1818694e+02
              56      6.3978372     6.9151915     7.0445642   1.3203416e+03  1.1941655e+02
              57      5.9943936     4.3303996     9.2257926   1.3183154e+03  1.0765798e+02
              58      6.7450641     4.2227589     9.7448499   1.3132082e+03  1.3907363e+02
              59      4.5343048     7.4562860     7.7980795   1.3129025e+03  1.4289692e+02
              60      6.7791420     4.9051281     8.2367326   1.3124511e+03  1.3289890e+02
              61      6.6698634     3.9253024    11.6189767   1.3115191e+03  1.8190466e+02
              62      4.9163613     5.7992450     6.3684625   1.3103715e+03  1.0330128e+02
              63      5.0478730     4.6385881     6.2042974   1.3091197e+03  1.4487825e+02
              64      6.2452858     4.5423563    10.3738817   1.3080786e+03  1.4207608e+02
              65      6.5305699     3.5391128    10.7801340   1.3038892e+03  1.5233082e+02
              66      6.1764627     5.2194896     6.0795378   1.3029414e+03  1.5559492e+02
              67      5.6360198     5.0608420     5.3345852   1.3023882e+03  1.3664873e+02
              68      5.1471095     3.8651434     5.5536446   1.3022314e+03  1.4180069e+02
              69      3.3884157     7.9239299    11.2059497   1.3010973e+03  2.0741102e+02
              70      5.0348070     4.0311579     7.0307587   1.2990099e+03  1.4853199e+02
              71     10.3331089     7.0843095     4.8691135   1.2987180e+03  2.8049076e+02
              72     10.0863394     6.7878758     5.4179098   1.2980020e+03  2.8077281e+02
              73      6.4885679     7.7004312     5.5291924   1.2977027e+03  1.2762566e+02
              74     10.1325341     7.1980805     4.9160585   1.2967122e+03  2.8809991e+02
