#! FIELDS     Id          Pos_0         Pos_1         Pos_2         Density          Error
               0      4.6381802     4.3439110     2.2036635   1.3001281e+03  1.3763636e+02
               1      6.0072093     3.8986943     9.0239023   1.2199413e+03  1.3835785e+02
               2      5.0802513     5.0289436     3.2353817   1.1805894e+03  1.6415159e+02
               3      5.7573774     5.7320514     3.5534331   1.1596419e+03  1.3590081e+02
               4      5.7919856     5.0427701     2.7075663   1.1586405e+03  1.4279319e+02
               5      2.4065505     4.2598475     9.1116661   1.1544341e+03  1.4534108e+02
               6      6.0884964     3.8502782     9.8892567   1.1512146e+03  1.4162697e+02
               7      5.3353012     5.2228801     2.6968549   1.1301551e+03  1.2213993e+02
               8      4.8598601     5.4952085     3.1070317   1.1170402e+03  1.2104378e+02
               9      4.9745864     3.4694906     2.0992571   1.1024677e+03  1.2547839e+02
              10      4.4162420     4.9029532     2.4150074   1.0977213e+03  1.0105523e+02
              11      3.4202026     4.4180768     9.0730669   1.0971673e+03  1.2737508e+02
              12      4.7667637     4.2146461     2.9087946   1.0937071e+03  1.5696132e+02
              13      3.0807716     4.4581110     9.4256273   1.0881331e+03  1.3898371e+02
              14      4.6910472     4.6136671     2.5561088   1.0817474e+03  1.3645597e+02
              15      4.6696943     3.8401843     2.0371847   1.0715009e+03  1.0739527e+02
              16      4.2413607     4.7220628     2.9706163   1.0661160e+03  1.0728908e+02
              17      4.7397017     5.1304400     2.7396696   1.0654899e+03  1.3877235e+02
              18      5.2423751     5.6213423     2.4253634   1.0581543e+03  1.4136271e+02
              19      6.0509393     5.3505468     3.2736462   1.0558989e+03  9.4179995e+01
              20      3.4330799     4.3361104     9.0752322   1.0507942e+03  1.2970705e+02
              21      5.1490392     3.6816961     2.7316147   1.0497363e+03  1.1904626e+02
              22      2.9555216     5.0609052     7.5366199   1.0492767e+03  1.1433515e+02
              23      4.8925620     3.9100788     3.3575913   1.0486003e+03  1.4491534e+02
              24      4.7968506     4.1332385     2.8297656   1.0435236e+03  1.3162827e+02
              25      5.2622689     3.0982381     2.2425239   1.0429213e+03  1.1137109e+02
              26      5.2577476     3.7061118     3.0093616   1.0396477e+03  1.2326799e+02
              27      2.2649699     4.1415369     8.6566139   1.0370260e+03  1.5067002e+02
              28      6.0028770     3.8161691     9.1072619   1.0344154e+03  1.1609612e+02
